CB Captura,EAN MUNI,Producto,Factor de Conversión
7501001155841,7501001155841,Suavizante Downy Aroma Floral 800 ml,1
7501035910034,7501035910034,Limpiador Multiusos Fabuloso Lavanda 1 l,1
7501000142804,7501000142804,Pan Tía Rosa Dulce Doraditas 110 g,1
7501000111534,7501000111534,Pan Bimbo Para Hot Dog Medias Noches 680 g,1
7501025403485,7501025403485,Limpiador Multiusos Pinol 828 ml,1
7501026005374,7501026005374,Jabón Zote Barra Blanco 400 g,1
7501000664221,7501000664221,Galletas Gamesa Saladitas 186 g,1
7501000142705,7501000142705,Pan Tía Rosa Dulce Cuernitos 100 g,1
7501000912803,7501000912803,Café Nescafé Soluble Clásico 42 g,1
7501000112784,7501000112784,Pan Bimbo Dulce Nito 62 g,1
7501026005671,7501026005671,Jabón Zote Barra Rosa 400 g,1
7501000112388,7501000112388,Panquecitos Bimbo Con Chocolate 140 g,1
7501026027543,7501026027543,Detergente Blanca Nieves Bolsa Mediana 500 g,1
7501000111855,7501000111855,Pan Bimbo Molido 210 g,1
7501000113095,7501000113095,Pan Bimbo Dulce Bimbuñuelos 66 g,1
7500435120852,7500435120852,Detergente Ariel Regular 850 g,1
7501026027550,7501026027550,Detergente Blanca Nieves Bolsa Chica 250 g,1
7501000138944,7501000138944,Galletas Marinela Sponch 120 g,1
7509546051956,7509546051956,Limpiador Multiusos Fabuloso Alternativa Al Cloro 1 l,1
7501026004506,7501026004506,Detergente Roma Bolsa Jumbo 10 kg,1
7501035910041,7501035910041,Limpiador Multiusos Fabuloso Mar Fresco 1 l,1
7500435108256,7500435108256,Jabón Salvo Líquido 500 ml,1
7501000112845,7501000112845,Pan Bimbo Dulce Rebanadas Con Mantequilla 55 g,1
7501018310523,7501018310523,Sopa La Moderna Codo N.2 200 g,1
7501071900112,7501071900112,Blanqueador Clorox 500 ml,1
7501018310011,7501018310011,Sopa La Moderna De Fideo N. 0 200 g,1
7506425606047,7506425606047,Papel Higiénico Pétalo Ultra Resistente 500 Hojas 6 rollos,1
19836102628,19836102628,Jugo Boing De Guayaba Chico 250 ml,1
7502247335677,7502247335677,Papel Higiénico Elite Color 287 Hojas 4 rollos,1
7500478013647,7500478013647,Galletas Emperador Chocolate 91 g,1
75000608,75000608,Blanqueador Cloralex Botella Chica 500 ml,1
750100334012,750100334012,Mayonesa McCormick 190 g,1
7500615,7500615,Blanqueador Cloralex Botella Mediana 950 ml,1
7501017004270,7501017004270,Frijol La Costeña Bayo Refrito 580 g,1
7501557208046,7501557208046,Veladora Aramo Vaso Limonero 1 unid,1
7501000111466,7501000111466,Pan Bimbo Integral Grande 675 g,1
7501003340115,7501003340115,Mayonesa McCormick 105 g,1
7501000658923,7501000658923,Galletas Gamesa Marias 170 g,1
7501011122598,7501011122598,Sabrimayoreo Sabritas 50 unid,1
7501026004629,7501026004629,Detergente Roma Bolsa Chica 250 g,1
7509546008295,7509546008295,Limpiador Multiusos Fabuloso Pasión De Frutas 1 l,1
7501000111695,7501000111695,Bollos Bimbo Extra Grandes 15 Piezas 1200 g,1
7501058617873,7501058617873,Leche Lechera Condensada 375 ml,1
7501000112401,7501000112401,Pan Bimbo Dulce Mantecadas 125 g,1
7501026004612,7501026004612,Detergente Roma Bolsa Mediana 500 g,1
7501000142200,7501000142200,Pan Tía Rosa Dulce Bigotes Chocolate 60 g,1
7501000112128,7501000112128,Roles Bimbo De Canela 120 g,1
7501071307782,7501071307782,Frijol Isadora Bayo Refrito 430 g,1
7501404603116,7501404603116,Harina Selecta De Trigo 1 kg,1
7501000112166,7501000112166,Roles Bimbo Glaseados 135 g,1
7501018310530,7501018310530,Sopa La Moderna Codo N.3 200 g,1
7501000153541,7501000153541,Pay Marinela De Nuez Mini Duo 96 g,1
7501000149100,7501000149100,Empanizador Bimbo Crujiente 175 g,1
7502012646588,7502012646588,Veladora San Felipe Ecológica N. 8 1 unid,1
75002343,75002343,Aceite 1-2-3 Vegetal Mediana 1 l,1
7502012640036,7502012640036,Veladora San Felipe Cristo Gigante 1 unid,1
7503003924517,7503003924517,Veladora San Juan Limonero Fino 1 unid,1
750100310008,750100310008,Mole Rojo Doña María Listo para Servir 360 g,1
7501003150233,7501003150233,Mole Rojo Doña María en Pasta 235 g,1
7501017005369,7501017005369,Mole Rojo La Costeña 235 g,1
7501000912889,7501000912889,Chocolate en Polvo Abuelita Granulado 1 kg,1
7501059242920,7501059242920,Chocolate Tin Larín 10 Piezas 21 g,1
7500326103490,7500326103490,Refresco Chaparritas Sabor Piña 250 ml,1
7500326103506,7500326103506,Refresco Chaparritas Sabor Uva 250 ml,1
7500326103483,7500326103483,Refresco Chaparritas Sabor Mandarina 250 ml,1
3673113691,3673113691,Bebida Hidratante Gatorade Moras 600 ml,1
7501013101232,7501013101232,Bebida Ami con Jugo de Manzana 3 l,1
7501013101942,7501013101942,Bebida Hidratante Hydrolit Sabor Coco 625 ml,1
7501013101904,7501013101904,Bebida Hidratante Hydrolit Sabor Naranja Mandarina 625 ml,1
7501013101911,7501013101911,Bebida Hidratante Hydrolit Sabor Uva 625 ml,1
7501061622017,7501061622017,Cerveza Indio Oscura 12 Pack Botella 355 ml,1
7506192503259,7506192503259,Bebida Energizante Vive 100 Original 355 ml,1
7506192508643,7506192508643,Bebida Energizante Vive 100 Original Zero Azúcar 300 ml,1
7506192505918,7506192505918,Bebida Energizante Vive 100 Original 500 ml,1
7506192508674,7506192508674,Bebida Energizante Vive 100 Original Zero Azúcar 500 ml,1
7506192508001,7506192508001,Bebida Energizante Vive 100 Goyi Sabor Mora Azul 500 ml,1
7506192507417,7506192507417,Bebida Energizante Vive 100 Ginseng Citrus 500 ml,1
7506192506953,7506192506953,Bebida Energizante Vive 100 Azai 500 ml,1
7506192507714,7506192507714,Bebida Energizante Amper Blueberry 473 ml,1
7506192508520,7506192508520,Bebida Energizante Amper Speed 473 ml,1
7503027753636,7503027753636,Bebida Energizante Volt Yellow 400 ml,1
7501055365630,7501055365630,Agua Ciel Mineralizada 355 ml,1
7501055363179,7501055363179,Refresco Sidral Mundet Light Manzana 355 ml,1
7501055363193,7501055363193,Refresco Sprite Sin Azúcar Lima Limón 355 ml,1
7501055362585,7501055362585,Refresco Fanta Sabor Naranja 355 ml,1
7501055365609,7501055365609,Refresco Delaware Punch Uva 355 ml,1
7501055365470,7501055365470,Refresco Fresca Toronja 355 ml,1
7501055363162,7501055363162,Refresco Sidral Mundet Manzana 355 ml,1
7501055363186,7501055363186,Refresco Sprite 355 ml,1
7501055340422,7501055340422,Refresco Sidral Mundet Manzana 3 l,1
7501055339990,7501055339990,Refresco Sidral Mundet Manzana 1 l,1
7501055340002,7501055340002,Refresco Sidral Mundet Manzana 2 l,1
793573950079,793573950079,Refresco Red Cola 3 l,1
7501013100556,7501013100556,Coctel de Tomate Kermato y Almeja 1.8 l,1
14800515312,14800515312,Jugo De Tomate Clamato 296 ml,1
7501073844063,7501073844063,Ginger Ale Canada Dry 355 ml,1
7501073844056,7501073844056,Agua Tónica Schweppes 355 ml,1
7501073844162,7501073844162,Agua Peñafiel Mineral 355 ml,1
7501073800908,7501073800908,Agua Peñafiel Mineral 2 l,1
7501073842670,7501073842670,Agua Peñafiel Mineral Mangada 600 ml,1
7501073840942,7501073840942,Agua Peñafiel Mineral Toronjada 2 l,1
7506192508209,7506192508209,Bebida Vitaloe Mandarina Naranja Con Trocitos de Sábila 320 ml,1
7501059200012,7501059200012,Agua Santa María de Manantial 1.5 l,1
7501058640673,7501058640673,Agua Santa María de Manantial 600 ml,1
793573264091,793573264091,Agua Skarch Natural 600 ml,1
40232838699,40232838699,Agua Skarch Natural 1 l,1
793573264107,793573264107,Agua Skarch Natural 1.5 l,1
7501086801015,7501086801015,Agua Epura Natural 1.5 l,1
7501031346301,7501031346301,Refresco Mirinda Naranja 355 ml,1
7501022014554,7501022014554,Refresco 7 Up Lima Limón 355 ml,1
7501031360024,7501031360024,Refresco Manzanita Sol Manzana 600 ml,1
7501022014585,7501022014585,Refresco 7 Up Lima Limón 600 ml,1
7501031345052,7501031345052,Refresco Mirinda Naranja 600 ml,1
7501031310012,7501031310012,Refresco Pepsi 600 ml,1
7501022012185,7501022012185,Agua Garci Crespo Mineral 600 ml,1
7501035046252,7501035046252,Bebida Energizante Boost Energy Mora Azul 470 ml,1
36731106032,36731106032,Bebida Hidratante Gatorade Lima Limón 600 ml,1
36731324009,36731324009,Bebida Hidratante Gatorade Uva 1 l,1
7501022009857,7501022009857,Bebida Hidratante Gatorade Moras 1 l,1
744607008914,744607008914,Bebida Alcohólica Preparada New Mix Cantarito 473 ml,1
744607002707,744607002707,Bebida Alcohólica Preparada New Mix Vampiro 473 ml,1
744607007825,744607007825,Bebida Alcohólica Preparada Jack Daniel's Whiskey con Agua Mineral 473 ml,1
737186940799,737186940799,Azúcar Mexicana de Alimentos Estándar 1 kg,1
737186940782,737186940782,Sal Mexicana de Alimentos De Mesa 1 kg,1
724869005425,724869005425,Mazapán De La Rosa Gigante con Chocolate Paquete 12 Piezas 66 g,1
724869001397,724869001397,Mazapán De La Rosa Original Paquete 20 Piezas 50 g,1
725226000879,725226000879,Dulce de Tamarindo PulparinDots Paquete 20 Sobres 30 g,1
7501011135055,7501011135055,Paleta Rockaleta Paquete 18 Piezas 24 g,1
7503030374996,7503030374996,Paleta Vero Mix Bolsa 20 Piezas 14.4 g,1
719886211881,719886211881,Dulce Enchilado Pelon Pelonazo Paquete 4 Piezas 80 g,1
73390018375,73390018375,Caramelo Chupa Chups Xtremes Paquete 18 Piezas Frutas 57 g,1
719886211737,719886211737,Dulce de Tamarindo Pelon Pelo Rico Bolsa 12 Piezas 30 g,1
7501011179899,7501011179899,Paleta Tix Tix Bolsa 30 Piezas Surtida 11 g,1
7500478008889,7500478008889,Dulce Suave Inspireka Moldeable Paquete 4 Piezas 45 g,1
7500478008896,7500478008896,Dulce en Pastillas Inspireka Konstru-Y Paquete 4 Piezas 49 g,1
7500478008902,7500478008902,Dulce en Pastillas Inspireka Armables Paquete 4 Piezas 32 g,1
7501024501014,7501024501014,Chocolate Hershey Dark Chocolate Amargo Paquete 3 Barras 41 g,1
789742896507,789742896507,Crema de Avellanas Nutella Frasco 650 g,1
7502226812700,7502226812700,Chicles Orbit 4's de Menta Paquete 40 Piezas 224 g,1
7502226813257,7502226813257,Chicles Orbit 4's de Fresa Paquete 40 Piezas 224 g,1
7502226812687,7502226812687,Chicles Orbit 4's de Polar Mint Paquete 40 Piezas 224 g,1
7502226813844,7502226813844,Chicles Orbit 4's de Hierbabuena Paquete 40 Piezas 224 g,1
7502226816937,7502226816937,Caramelo Skittles Original Paquete 10 Piezas 22 g,1
789742191824,789742191824,Chocolate Kinder Bueno Paquete 10 Piezas 43 g,1
7501059281172,7501059281172,Chocolate Freskas Paquete 9 Piezas 35 g,1
7501024527564,7501024527564,Caramelo Jolly Rancher Paquete 12 Piezas 34.2 g,1
7501058629913,7501058629913,Chocolate Kit Kat Paquete 9 Piezas 41.5 g,1
8000500165126,8000500165126,Huevo de Chocolate Kinder Sorpresa Paquete 8 Piezas 20 g,1
7501058623348,7501058623348,Chocolate Carlos V Stick Paquete 20 Piezas 8 g,1
7506174512255,7506174512255,Chocolate Snickers Paquete 6 Piezas 48 g,1
8000500267103,8000500267103,Pastelito Kinder Delice Cacao Paquete 10 Piezas 39 g,1
7622210457462,7622210457462,Pastillas Halls Menta Paquete 12 Piezas 25.2 g,1
7622210457516,7622210457516,Pastillas Halls Miel y Limón Paquete 12 Piezas 25.2 g,1
7622210457509,7622210457509,Pastillas Halls Mora Azul Paquete 12 Piezas 25.2 g,1
7622210457479,7622210457479,Pastillas Halls Cereza Paquete 12 Piezas 25.2 g,1
7622201770693,7622201770693,Chicles Bubbaloo Fresa Paquete 50 Piezas 5.1 g,1
7622201770570,7622201770570,Chicles Bubbaloo Mora Azul Paquete 50 Piezas 5.1 g,1
7622201770631,7622201770631,Chicles Bubbaloo Yerba Buena Paquete 50 Piezas 5.1 g,1
7622201770723,7622201770723,Chicles Bubbaloo Menta Paquete 50 Piezas 5.1 g,1
7622201770662,7622201770662,Chicles Bubbaloo Plátano Paquete 50 Piezas 5.1 g,1
8000500348055,8000500348055,Chocolate Kinder Paquete 18 Piezas 12.5 g,1
4008400221021,4008400221021,Chocolate Kinder Maxi Paquete 10 Piezas 21 g,1
756774013721,756774013721,Chocolate Turin Sin Azúcar Paquete 18 Piezas 18 g,1
756774013738,756774013738,Chocolate Turin 70% Amargo Paquete 18 Piezas 18 g,1
7506475100960,7506475100960,Chocolate Carlos V Semiamargo Sin Azúcar Paquete 10 Piezas 17 g,1
7501058656254,7501058656254,Chocolate Tin Larín Almendras Sin Azúcar Paquete 15 Piezas 19 g,1
7501024530267,7501024530267,Chocolate Hershey Amargo Sin Azucar Paquete 10 Piezas 17 g,1
30744218120914,30744218120914,Gomitas Lucky Gummy Aros de Durazno 1 kg,1
25046021499,25046021499,Chocolate Duvalin Trisabor Paquete 18 Piezas 15g 270 g,1
74323097474,74323097474,Chocolate Bubulubu Paquete 12 Piezas 35 g,1
74323008517,74323008517,Chocolate Paleta Payaso Paquete 10 Piezas 45 g,1
719886120183,719886120183,Dulce Acidito Crayón Paquete 10 Piezas 28 g,1
7506174512217,7506174512217,Chocolate Milki Way Paquete 6 Piezas 48 g,1
7503027878919,7503027878919,Paleta Crazy Dips Fresa Paquete 10 Piezas 12 g,1
30111483867,30111483867,Alimento Para Perro Royal Canin Veterinary Gastro Intestinal Low Fat 3 kg,1
30111582218,30111582218,Alimento Para Gato Royal Canin Adulto Persian 3.18 kg,1
3011154336,3011154336,Alimento Para Gato Royal Canin Adulto Siamese 2 kg,1
30111561565,30111561565,Alimento Para Perro Royal Canin Veterinary Diet Canine Apoyo Renal Select 2.72 kg,1
30111426062,30111426062,Alimento Para Perro Royal Canin Veterinary Diet Canine Urinary SO 3 kg,1
30111427670,30111427670,Alimento Para Perro Royal Canin Veterinary Diet Canine Hydrolyzed Protein Adult 3.5 kg,1
30111561572,30111561572,Alimento Para Perro Royal Canin Support S Veterinary Care Nutrition 8 kg,1
30111178039,30111178039,Alimento Para Perro Royal Canin Bulldog Adulto 13.6 kg,1
30111630223,30111630223,Alimento Para Gato Royal Canin Indoor Intense Hairball 34 2.72 kg,1
30111453327,30111453327,Alimento Para Perro Royal Canin Schnauzer Miniatura Adulto 4 kg,1
30111428219,30111428219,Alimento Para Perro Royal Canin Canine Early Cardiac Dry 7.9 kg,1
30111418203,30111418203,Alimento Para Perro Royal Canin Labrador Retriever Puppy 13.6 kg,1
30111542571,30111542571,Alimento Para Gato Royal Canin Kitten 3.1 kg,1
7502281120987,7502281120987,Alimento Para Perro Ganador Sobre Delicias Delicias de Pavo 100 g,1
7501072209788,7501072209788,Alimento Para Gato Felix Sobre Sabor Carne 85 g,1
7501072210289,7501072210289,Alimento Para Perro Dog Chow Sobre Adultos Pollo 100 g,1
7501072214522,7501072214522,Alimento Para Gato Purina Pro Plan Sobre Felino Adulto Salmón en Salsa 85 g,1
7501072214553,7501072214553,Alimento Para Gato Purina Pro Plan Sobre Esterilizado Pavo en Salsa 85 g,1
7501072213853,7501072213853,Alimento Para Gato Purina Fancy Feast Sobre de Pavo y Pollo 85 g,1
7501072213891,7501072213891,Alimento Para Gato Purina Fancy Feast Sobre Demi Glace Salmón 85 g,1
7501072213877,7501072213877,Alimento Para Gato Purina Fancy Feast Sobre de Cordero 85 g,1
7501072213884,7501072213884,Alimento Para Gato Purina Fancy Feast Sobre Mousse de Pollo 85 g,1
7501072214485,7501072214485,Alimento Para Perro Purina Pro Plan Sobre Adulto +1 Año Pollo en Salsa 85 g,1
7501072214515,7501072214515,Alimento Para Perro Purina Pro Plan Sobre Carne en Salsa 85 g,1
7501072214508,7501072214508,Alimento Para Perro Purina Pro Plan Sobre Cachorro Pollo en Salsa 85 g,1
7501072214492,7501072214492,Alimento Para Perro Purina Pro Plan Sobre Adulto +7 Años Pollo en Salsa 85 g,1
7503020053320,7503020053320,Alimento Para Perro Nupec Digestive Care Treats Pollo con Arroz 180 g,1
7503020053306,7503020053306,Alimento Para Perro Nupec Joing Care Treats Omega 3 180 g,1
7503020053566,7503020053566,Alimento Para Perro Nupec Training Treats Bajo en Calorías 180 g,1
7503020053337,7503020053337,Alimento Para Perro Nupec Smart Treats 180 g,1
7503020053313,7503020053313,Alimento Para Perro Nupec Relax Treats 180 g,1
30111420657,30111420657,Alimento Para Perro Royal Canin Canine Health Nutrition Adult In Gel Canned 385 g,1
30111429018,30111429018,Alimento Para Perro Royal Canin Hepatic 410 g,1
30111472335,30111472335,Alimento Para Perro Royal Canin Veterinary Diet Satiety Support 380 g,1
23100604015,23100604015,Alimento Para Perro Royal Canin Urinary SO 385 g,1
7501049912123,7501049912123,Cerveza Noche Buena Premium 12 Pack 355 ml,1
7501303904253,7501303904253,Yoghurt Chilchota con Durazno 1 kg,1
7501303904215,7501303904215,Yoghurt Chilchota con Manzana 1 kg,1
750130315273,750130315273,Yoghurt Chilchota Natural Cremoso 1 kg,1
75010550399244,75010550399244,Queso Rancherito Amarillo Líquido para Nachos 1 kg,1
7501303994216,7501303994216,Queso Chilchota de Cabra Port Salut 650 g,1
7501303996579,7501303996579,Queso Chilchota de Cabra al Vino Tinto Por Salut 650 g,1
7501303992748,7501303992748,Queso Chilchota Tipo Sierra Artesanal 1 kg,1
7501303992465,7501303992465,Queso Chilchota Sierra de Cabra con Jalapeño 1 kg,1
7501303949155,7501303949155,Boliyoghurt Chilchota Paquete 12 Piezas Varios Sabores 70 g,1
7501303949865,7501303949865,Yoghurt Chilchota con Durazno 110 g,1
7501303949827,7501303949827,Yoghurt Chilchota con Frutas y Cereales 110 g,1
7501303949803,7501303949803,Yoghurt Chilchota con Fresa 110 g,1
7501303949841,7501303949841,Yoghurt Chilchota con Mango 110 g,1
7501303949810,7501303949810,Yoghurt Chilchota con Manzana 110 g,1
7501303949875,7501303949875,Yoghurt Chilchota Natural Cremoso 110 g,1
20585800000,20585800000,Tocino de Pierna de Cerdo FUD Ahumado Rebanado 250 g,1
7501063500177,7501063500177,Paleta Tutsi Pop Bolsa 50 Piezas 20 g,1
757528016395,757528016395,Chocolate Chocoretas Bolsa 500 g,1
757528016401,757528016401,Chocolate Kranky Bolsa 500 g,1
7502271911397,7502271911397,Chocolates M&Ms Paquete Variado 14 Piezas 47.9 g,1
840004029214,840004029214,Gelatinas ICEE Paquete Variado 100 Piezas 10 g,1
7501607500205,7501607500205,Banderilla Enchilada Tama - Roca Bolsa 20 Piezas 20 g,1
7501607500038,7501607500038,Dulce Enchilado Tama - Roca Pellizco Paquete 40 Piezas 20 g,1
608890082320,608890082320,Paleta de Dulce Enchilado ALTO Paquete 16 Piezas 36 g,1
754279000109,754279000109,Paleta de Caramelo Alvbro Pollo Asado Paquete 40 Piezas 14 g,1
799583003002,799583003002,Paleta de Caramelo Alvbro Huesito Paquete 40 Piezas 12.75 g,1
7503030572002,7503030572002,Paletas Enchiladas Vero Mix Banda Fuego Paquete 20 Piezas 15.5 g,1
757528041526,757528041526,Gomita Pica Fresa Paquete 65 Piezas 12 g,1
608890030475,608890030475,Tamarindo Tamix Paquete 20 Piezas 22.5 g,1
7502226819594,7502226819594,Dulce Enchilado Salsagueti Enchilator Paquete 12 Piezas 24 g,1
7502226818849,7502226818849,Dulce Enchilado Salsagueti Aciditos Paquete 12 Piezas 24 g,1
7502226818528,7502226818528,Paleta de Caramelo Lucas Muecas Sabor Tamarindo Paquete 10 Piezas 24 g,1
7502226815138,7502226815138,Paleta de Caramelo Lucas Panzón Paquete 10 Piezas 38 g,1
7502226819211,7502226819211,Dulce Enchilado Lucas Gusano Paquete 10 Piezas 36 g,1
7502226814988,7502226814988,Paleta de Caramelo Lucas Muecas Surtido 10 Piezas 24 g,1
725181750109,725181750109,Dulce Enchilado Lucas Bomvaso 10 Piezas 30 g,1
7502246440938,7502246440938,Dulce Enchilado Karla Vasito Paquete 8 Piezas 150 g,1
744218100120,744218100120,Manguitos Lucky Gummy Enchilados Paquete 1 kg,1
7501624799781,7501624799781,Banderilla de Tamarindo Enchilada Betamex Paquete 50 Piezas 2 kg,1
7501063903237,7501063903237,Dulce de Tamarindo Diablitos Bote con 110 Piezas 1.65 kg,1
7501624799316,7501624799316,Tarugo Enchilado Betamex Bote con 100 Piezas 1.5 kg,1
634130100011,634130100011,Dulces Tamborines Paquete 100 Piezas 4.5 g,1
7503005897901,7503005897901,Paleta Raqueta Enchilada Miguelito Paquete 40 Piezas 22 g,1
719886152825,719886152825,Jarabe Pelon Pelo Rico Sabor Tamarindo con Chile 5.2 kg,1
790203023561,790203023561,Paleta de Tamarindo Marimbas Indy Paquete 12 Pezas 35 g,1
725226001722,725226001722,Dulce de Tamarindo PulparinDots Extra Hot Paquete 20 Sobres 30 g,1
7503008304796,7503008304796,Caramelo Macizo Bibi Polviz con Polvo Picosito Paquete 12 Piezas 20 g,1
750-007-001-003,750-007-001-003,Huevo Blanco San Juan Granel 1 unid,1
10823703800633,10823703800633,Aceite Máxima de Oliva Extra Virgen 500 ml,1
10823703801999,10823703801999,Aceite Máxima de Oliva Extra Virgen Selección Especial 250 ml,1
10823703801975,10823703801975,Aceite Máxima de Oliva Extra Virgen Selección Especial 500 ml,1
10823703800046,10823703800046,Sopa de Pasta Máxima Codo No. 3 200 g,1
10823703800060,10823703800060,Sopa de Pasta Máxima Fideo 200 g,1
10823703800053,10823703800053,Sopa de Pasta Máxima Codo No. 2 200 g,1
10823703800091,10823703800091,Sopa de Pasta Máxima Spaguetti 200 g,1
10823703801500,10823703801500,Galletas Máxima Marías 160 g,1
10823703800305,10823703800305,Coctel de Frutas Máxima En Almíbar Lata 820 g,1
10823703801012,10823703801012,Aceitunas Máxima Deshuesadas 235 g,1
10823703801005,10823703801005,Aceitunas Máxima Enteras 235 g,1
10823703801418,10823703801418,Chiles Máxima Chipotles 105 g,1
10823703801425,10823703801425,Chiles Máxima Chipotles 215 g,1
10823703800367,10823703800367,Café Máxima Soluble Frasco 50 g,1
5078653,5078653,Café Máxima Soluble Frasco 200 g,1
10823703800350,10823703800350,Café Máxima Soluble Frasco 100 g,1
10823703801135,10823703801135,Café Máxima Soluble Descafeinado 100 g,1
10823703802330,10823703802330,Jabón Líquido Máxima Manzana Verde 1 l,1
10823703802316,10823703802316,Jabón Líquido Máxima Frutos Rojos 1 l,1
10823703800886,10823703800886,Aceite Máxima Vegetal 10 l,1
10823703800626,10823703800626,Aceite Máxima de Oliva 3 l,1
18233703801036,18233703801036,Cubos de Durazno Máxima En Almíbar 3 kg,1
10823703801722,10823703801722,Chiles Jalapeños Máxima en Rajas Bolsa 3 kg,1
10823703800749,10823703800749,Alimento Lácteo Máxima Ultra Pasteurizado 1 l,1
10823703801647,10823703801647,Papel Higiénico Máxima Manzanilla 600 Hojas 4 rollos,1
10823703801746,10823703801746,Papel Higiénico Máxima Algodón 400 Hojas 4 rollos,1
10823703801944,10823703801944,Papel Higiénico Máxima Rollo Individual 400 Hojas 1 unid,1
10823703800121,10823703800121,Papel Aluminio Máxima No.5 2.9 Metros 1 unid,1
20823703800159,20823703800159,Papel Aluminio Máxima Modelo 50 Tender 270 g,1
10823703170118,10823703170118,Foco LED Máxima Energía + Luz Fría 8.5W 1 unid,1
82370380033,82370380033,Servilletas Máxima Rectangulares 125 unid,1
10823703802118,10823703802118,Detergente Máxima Líquido Para Ropa Oscura 7 l,1
10823703802125,10823703802125,Suavizante Máxima Rocio Primaveral 7 l,1
10823703800916,10823703800916,Atún en Aceite Máxima 140 g,1
10823703800923,10823703800923,Atún en Agua Máxima 140 g,1
10823703802378,10823703802378,Agua Máxima Natural 1.5 l,1
10823703802354,10823703802354,Agua Máxima Natural 500 ml,1
10823703802361,10823703802361,Agua Máxima Natural 1 l,1
7501023106401,7501023106401,Fibra Verde Scotch Brite 1 unid,1
20823703801231,20823703801231,Gelatina En Polvo Maxima Sabor Fresa 120 g,1
20823703801255,20823703801255,Gelatina En Polvo Maxima Sabor Uva 120 g,1
10823703800183,10823703800183,Aceitunas Maxima Deshuesadas 935 g,1
10823703800954,10823703800954,Rebanadas de Piña Maxima En Almíbar 2.8 kg,1
328703800964,328703800964,Trozos de Piña Maxima En Almíbar 2.8 kg,1
10823703801869,10823703801869,Chiles Jalapeños Maxima Enteros 3 kg,1
20823703801873,20823703801873,Papel Higiénico Maxima Almendra 400 Hojas Dobles 4 rollos,1
10823703802040,10823703802040,Servitoalla Maxima 180 Hojas 1 unid,1
10823703800435,10823703800435,Servilletas Maxima Rectangulares 250 unid,1
7610113012376,7610113012376,Ron Bacardi Añejo 980 ml,1
7501055373079,7501055373079,Hard Seltzer Topo Chico Strawberry Guava 6 Pack 355 ml,1
7501055373055,7501055373055,Hard Seltzer Topo Chico Pineapple Twist 6 Pack 355 ml,1
7501055373062,7501055373062,Hard Seltzer Topo Chico Tangy Lemon Lime Pack 355 ml,1
80050513,80050513,Chocolate Ferrero Rocher Campana 16 Piezas 200 g,1
8000500373798,8000500373798,Chocolate Ferrero Rocher Gigante 125 g,1
8000500248607,8000500248607,Chocolate Ferrero Rocher Surtido 15 Piezas 162 g,1
7501024548712,7501024548712,Chocolate Hershey´s Kisses con Leche y Almendras 72 g,1
7501024595655,7501024595655,Chocolate Hershey´s Kisses Tubo Selección Especial Café Moka 180 g,1
7501024581542,7501024581542,Chocolate Hershey´s Kisses Estuche Surtido 265 g,1
7502271912691,7502271912691,Chocolate Turin Tubo Edición Limitada 180 g,1
8000500245682,8000500245682,Huevo de Chocolate Kinder Sorpresa Gigante 100 g,1
850697002524,850697002524,Galletas Mac'Ma Selecciones Finas Surtido 330 g,1
850697002517,850697002517,Galletas Mac'Ma Escocés Surtido 330 g,1
850697002760,850697002760,Galletas Mac'Ma Parisén Surtido 170 g,1
850697002500,850697002500,Galletas Mac'Ma Presidente Surtido 350 g,1
750-002-001-014,750-002-001-014,Achiote Molido 100 g,1
750-002-001-015,750-002-001-015,Ajonjolí 100 g,1
750-002-001-016,750-002-001-016,Almendra Carmel 250 g,1
750-002-001-017,750-002-001-017,Almendra Fileteada 250 g,1
750-002-001-018,750-002-001-018,Anis 50 g,1
750-002-001-019,750-002-001-019,Arándano Deshidratado 100 g,1
750-002-001-020,750-002-001-020,Avellana 100 g,1
750-002-001-021,750-002-001-021,Cacahuate Crudo Sin Cáscara 250 g,1
750-002-001-022,750-002-001-022,Canela 4 Continental 5 pulgadas 50 g,1
750-002-001-023,750-002-001-023,Canela Molida Sintética 30 g,1
750-002-001-024,750-002-001-024,Cereza Deshidratada 100 g,1
750-002-001-025,750-002-001-025,Chile Chipotle 250 g,1
750-002-001-026,750-002-001-026,Clavo De Olor Premium 50 g,1
750-002-001-027,750-002-001-027,Comino Molido 20 g,1
750-002-001-028,750-002-001-028,Flor de Jamaica Premium 100 g,1
750-009-001-029,750-009-001-029,Higo Deshidratado 100 g,1
750-002-001-030,750-002-001-030,Hoja de Laurel 20 g,1
750-009-001-031,750-009-001-031,Kiwi Deshidratado en Cubos 100 g,1
750-009-001-032,750-009-001-032,Manzana Deshidratada en Cubos 100 g,1
750-002-001-033,750-002-001-033,Menta 100 g,1
750-002-001-034,750-002-001-034,Nuez Moscada 50 g,1
750-002-001-035,750-002-001-035,Nuez Pecana Entera 100 g,1
750-002-001-036,750-002-001-036,Oregano 20 g,1
750-009-001-037,750-009-001-037,Pera Deshidratadas 100 g,1
750-002-001-038,750-002-001-038,Perejil 20 g,1
750-002-001-039,750-002-001-039,Piloncillo Aprox 220g 1 unid,1
750-002-001-040,750-002-001-040,Piloncillo Tapón 500 g,1
750-002-001-041,750-002-001-041,Pimienta Gorda 50 g,1
750-002-001-042,750-002-001-042,Pimienta Negra Molida 50 g,1
